ImageId,EncodedPixels
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,116806 5 117323 9 117841 12 118358 16 118877 17 119395 19 119914 20 120433 21 120952 21 121471 21 121990 22 122509 23 123028 23 123547 23 124066 23 124584 25 125103 24 125622 24 126141 24 126660 24 127179 23 127698 23 128217 23 128736 23 129255 23 129774 23 130294 21 130816 16
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,6276 10 6794 12 7312 15 7830 17 8348 18 8379 6 8867 18 8896 9 9385 20 9414 12 9904 20 9932 14 10423 22 10450 16 10941 23 10969 16 11460 24 11488 16 11979 24 12006 17 12498 45 13017 45 13536 25 13563 18 14055 25 14082 18 14574 25 14601 19 15093 25 15122 18 15612 24 15643 16 16131 24 16162 17 16650 23 16681 17 17169 23 17201 16 17688 21 17720 16 18207 21 18239 16 18726 20 18758 16 19246 19 19278 15 19765 19 19797 15 20284 19 20316 15 20803 18 20836 15 21322 18 21355 15 21841 17 21874 15 22362 14 22394 13 22881 13 22914 12 23401 11 23433 12 23921 9 23952 12 24475 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28088 8 28603 16 29120 20 29637 23 30156 24 30674 25 31192 26 31710 27 32228 28 32747 28 33266 28 33785 28 34303 29 34823 26 35342 25 35860 25 36379 25 36898 24 37417 23 37936 21 38455 21 38974 20 39493 19 40012 18 40532 16 41051 15 41571 13 42093 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45227 12 45743 18 46261 20 46779 23 47298 25 47816 26 48334 27 48853 28 49371 29 49890 29 50409 29 50928 29 51447 29 51966 29 52485 28 53004 28 53523 28 54042 26 54562 24 55083 20 55604 16 56127 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,62371 6 62888 11 63405 15 63923 17 64441 19 64959 21 65477 22 65996 23 66514 24 67033 24 67552 24 68071 24 68590 25 69108 26 69627 26 70146 26 70665 26 71184 26 71703 26 72222 26 72741 26 73261 25 73780 25 74299 24 74818 24 75338 23 75857 23 76376 23 76896 21 77415 21 77935 19 78454 18 78974 17 79493 16 80012 16 80532 14 81053 10 81574 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84 12 602 14 1121 15 1640 15 2160 13 2681 10 3201 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125215 2 125730 10 126246 14 126764 16 127284 16 127804 15 128324 15 128842 16 129350 28 129868 29 130387 29 130911 22
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,92509 6 93026 10 93543 15 94061 16 94579 18 95097 19 95616 20 96134 22 96653 23 97172 24 97691 24 98210 24 98729 24 99248 25 99767 26 100287 25 100806 26 101325 26 101844 27 102364 26 102883 26 103403 25 103922 25 104442 23 104963 21 105483 20 106003 18 106523 16 107044 13 107565 10 108088 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20393 1 20907 11 21425 13 21943 15 22461 18 22979 20 23483 4 23498 20 23999 10 24017 20 24516 14 24535 22 25035 17 25054 23 25553 18 25573 24 26072 18 26091 26 26591 45 27110 45 27629 45 28148 45 28667 45 29186 46 29705 46 30224 46 30743 46 31263 45 31782 45 32301 45 32820 45 33339 45 33858 44 34378 43 34899 41 35418 22 35443 14 35938 20 35966 7 36457 20 36978 18 37498 16 38018 14 38539 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,49441 7 49958 12 50475 15 50993 17 51511 18 52029 20 52547 22 53065 23 53584 23 54102 24 54620 25 55138 25 55656 26 56175 25 56694 25 57213 25 57731 25 58250 25 58769 25 59288 25 59807 24 60326 23 60845 22 61364 21 61883 21 62402 21 62922 20 63441 20 63960 19 64479 18 64998 17 65518 15 66039 12 66559 9 67082 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,126 26 644 29 1163 30 1683 29 2203 27 2722 27 3242 25 3762 23 4281 23 4801 22 5320 22 5840 20 6359 20 6879 19 7400 17 7920 15 8440 12 8961 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,111727 9 112244 18 112761 24 113279 27 113796 30 114315 31 114834 32 115352 33 115871 34 116390 34 116909 34 117428 34 117947 34 118466 34 118985 34 119504 34 120024 32 120544 31 121065 28 121585 25 122107 20 122630 14
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,80628 5 81144 11 81662 14 82181 15 82699 17 83218 17 83736 19 84254 20 84773 20 85292 20 85810 21 86329 21 86848 21 87368 20 87887 20 88406 20 88925 20 89444 20 89951 5 89961 22 90466 36 90983 37 91500 38 92018 38 92537 36 93055 36 93574 33 94092 33 94611 32 95130 31 95649 31 96169 30 96688 30 97207 30 97727 29 98246 29 98765 29 99284 29 99804 28 100324 26 100844 25 101364 22 101884 20 102404 18 102925 14 103448 7
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,166 18 683 22 1202 23 1721 23 2242 22 2762 21 3281 21 3800 21 4320 20 4839 20 5359 20 5879 20 6399 20 6918 20 7437 20 7956 20 8476 20 8995 20 9514 19 10034 18 10555 16 11074 15 11594 12 12114 10 12636 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,57272 9 57788 16 58306 17 58823 20 59342 20 59860 22 60379 23 60898 24 61417 24 61935 25 62454 25 62973 25 63492 25 64011 25 64530 24 65049 23 65569 21 66088 20 66607 19 67126 17 67647 14 68168 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,88962 1 89476 11 89993 14 90510 17 91029 19 91547 21 92066 21 92585 22 93104 23 93623 24 94142 24 94661 25 95180 25 95699 25 96218 26 96737 26 97256 27 97776 26 98295 26 98814 27 99333 27 99853 26 100373 25 100893 24 101413 23 101932 22 102451 22 102971 21 103491 19 104011 18 104532 15 105053 12 105574 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,34993 7 35509 12 36027 15 36546 16 37064 17 37582 18 38101 19 38619 20 39138 21 39657 21 40175 23 40694 23 41213 23 41732 23 42251 22 42770 22 43288 22 43807 22 44326 21 44845 21 45364 21 45884 20 46403 19 46922 18 47443 14 47964 11 48488 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,63016 9 63534 11 64052 13 64570 15 65088 17 65607 18 66125 20 66644 20 67163 20 67682 20 68201 20 68720 21 69239 21 69758 21 70277 21 70796 21 71315 21 71834 21 72353 21 72872 21 73391 21 73910 21 74429 21 74948 20 75467 20 75986 20 76505 20 77024 20 77543 20 78062 20 78581 20 79100 20 79619 20 80138 19 80657 19 81177 17 81696 16 82216 14 82736 13 83256 11 83776 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,226 29 743 32 1262 33 1781 33 2300 33 2819 33 3339 32 3858 32 4378 31 4898 30 5417 30 5937 29 6456 29 6975 29 7494 29 8013 28 8532 28 9052 27 9571 26 10090 25 10610 23 11130 22 11649 21 12169 20 12688 19 13207 17 13727 16 14248 12 14770 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,113396 5 113912 11 114429 15 114947 17 115465 18 115982 21 116501 21 117019 22 117538 23 118056 24 118573 26 119091 27 119609 28 120126 30 120644 31 121163 31 121682 32 122200 33 122719 33 123238 36 123756 42 124275 44 124794 45 125313 46 125831 48 126351 48 126870 49 127390 49 127910 48 128429 49 128948 49 129468 48 129988 47 130510 44 131039 33
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,28787 10 29304 15 29823 17 30342 19 30861 20 31380 20 31899 21 32418 21 32937 22 33457 22 33976 23 34496 22 35016 22 35535 22 36054 22 36574 21 37093 21 37612 21 38131 21 38650 20 39169 20 39689 19 40208 17 40728 15 41249 12 41769 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,84327 11 84844 15 85361 19 85880 20 86399 22 86917 24 87436 24 87955 25 88474 25 88993 26 89512 27 90032 26 90551 27 91070 27 91589 27 92109 26 92629 24 93149 23 93668 22 94188 20 94709 18 95230 15 95752 9 96273 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,52685 10 53201 16 53717 21 54235 24 54753 26 55271 28 55789 31 56308 32 56826 34 57345 34 57863 35 58382 36 58900 37 59420 37 59940 36 60460 35 60979 35 61498 35 62018 34 62537 33 63057 32 63577 30 64097 29 64617 27 65138 24 65659 20 66180 16 66702 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,23651 4 24165 13 24682 17 25199 21 25717 23 26235 24 26754 24 27272 26 27790 27 28308 28 28826 30 29345 30 29864 30 30383 30 30902 30 31421 29 31940 29 32459 29 32978 29 33497 29 34016 28 34535 28 35054 28 35573 28 36093 25 36613 23 37133 22 37653 20 38173 17 38694 13 39218 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79179 6 79696 11 80214 14 80732 17 81250 19 81768 21 82287 23 82806 24 83326 23 83845 24 84365 25 84885 25 85404 25 85924 24 86443 24 86962 24 87481 24 88000 24 88520 23 89040 22 89561 19 90081 16 90604 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,112932 5 113448 11 113966 13 114484 16 115001 19 115519 21 116038 22 116557 24 117076 24 117595 25 118114 25 118633 26 119152 27 119671 28 120190 28 120709 29 121228 29 121747 29 122266 29 122786 28 123305 28 123826 26 124346 25 124866 24 125387 22 125907 20 126427 19 126947 17 127467 14 127985 14 128503 16 129021 17 129540 19 130058 21 130577 21 131097 19
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,330 10 845 17 1362 22 1880 24 2398 27 2916 28 3435 28 3954 29 4473 29 4991 30 5510 30 6029 30 6548 30 7067 30 7586 30 8106 28 8625 28 9145 26 9666 22 10186 20 10706 18 11224 20 11742 21 12260 23 12778 24 13296 26 13815 27 14334 28 14853 28 15372 28 15891 29 16410 29 16929 29 17448 29 17966 30 18486 29 19005 29 19524 29 20043 28 20562 28 21081 28 21601 26 22120 25 22641 22 23161 21 23680 21 24200 19 24721 15 25242 12 25764 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,70922 10 71438 15 71955 19 72472 22 72990 24 73508 25 74027 25 74545 27 75062 29 75581 30 76099 32 76618 32 77136 33 77654 34 78172 34 78691 34 79210 34 79729 33 80248 33 80767 32 81285 33 81804 33 82323 32 82842 30 83361 29 83880 28 84400 26 84919 24 85439 22 85959 20 86479 16 86999 13 87523 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,99988 10 100505 13 101023 16 101540 19 102058 20 102577 20 103096 21 103614 23 104133 23 104652 24 105171 24 105690 23 106209 23 106728 23 107247 24 107766 23 108285 23 108804 23 109323 22 109842 21 110361 21 110880 21 111399 21 111919 19 112438 19 112957 18 113477 15 113998 12 114518 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,40306 11 40823 15 41340 21 41858 24 42376 26 42895 27 43413 29 43931 30 44449 32 44968 32 45487 32 46006 32 46525 32 47044 32 47563 32 48082 32 48601 31 49120 30 49640 28 50160 26 50680 24 51200 22 51723 14 52250 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,125442 10 125960 12 126479 13 126997 14 127516 15 128034 16 128552 18 129071 18 129589 19 130108 19 130628 18 131148 15
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,10241 8 10757 13 11274 17 11792 20 12311 20 12830 20 13348 21 13865 23 14383 24 14902 25 15420 25 15939 25 16457 26 16975 27 17494 27 18012 28 18531 28 19050 28 19569 27 20088 26 20607 25 21126 25 21645 24 22164 24 22684 22 23203 21 23723 19 24243 17 24763 15 25284 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,89662 8 90179 13 90697 15 91215 17 91734 19 92253 20 92772 21 93291 21 93810 21 94329 21 94848 21 95367 21 95886 21 96405 21 96924 21 97443 21 97962 21 98481 21 98989 2 98999 22 99505 8 99518 22 100022 37 100540 38 101059 37 101577 38 102096 37 102614 37 103132 37 103651 22 103676 10 104170 21 104689 21 105208 20 105727 20 106246 20 106765 20 107284 20 107803 20 108321 20 108840 20 109359 19 109878 18 110396 19 110915 19 111433 20 111952 19 112470 20 112990 19 113509 18 114028 17 114547 16 115067 14 115587 12 116107 9
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,399 22 916 25 1435 26 1954 26 2474 25 2993 25 3512 25 4031 24 4550 24 5070 23 5590 22 6110 20 6631 17 7151 15 7673 11 8196 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,46602 12 47119 16 47636 20 48154 21 48671 24 49189 27 49707 28 50226 29 50745 29 51264 29 51783 30 52302 30 52821 30 53340 30 53859 30 54378 30 54897 29 55416 29 55936 28 56456 26 56977 21 57498 17 58020 8
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,114077 7 114594 11 115110 15 115628 16 116146 18 116664 19 117183 19 117701 20 118220 20 118739 20 119258 19 119776 20 120295 20 120814 19 121333 19 121852 18 122371 18 122889 19 123406 21 123925 20 124444 20 124962 21 125481 21 126000 21 126519 20 127038 20 127557 20 128076 19 128595 18 129114 17 129633 17 130152 17 130671 15 131192 11
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,20139 10 20656 14 21173 18 21691 19 22209 21 22727 23 23246 24 23765 24 24283 25 24802 25 25320 27 25838 27 26357 27 26876 27 27395 27 27914 27 28432 28 28951 27 29470 26 29989 26 30508 26 31027 26 31546 25 32065 25 32584 24 33103 24 33622 22 34141 21 34661 20 35181 17 35701 14 36222 10 36744 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,66349 3 66358 8 66865 25 67382 30 67901 32 68420 32 68939 33 69458 34 69977 34 70496 34 71015 34 71534 33 72053 33 72572 33 73092 31 73612 30 74132 28 74652 26 75174 21 75696 17
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,127077 4 127593 14 128110 20 128628 26 129145 29 129662 32 130181 32 130700 32 131221 29
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,108918 8 109434 14 109952 16 110470 18 110988 20 111506 23 112025 23 112543 24 113062 25 113582 25 114101 26 114620 27 115140 26 115660 25 116179 25 116699 25 117218 25 117737 25 118257 24 118778 22 119298 21 119817 22 120338 20 120858 18 121379 16 121899 15 122420 13 122940 11 123462 7 123983 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,449 22 966 25 1485 26 2004 26 2524 24 3043 24 3563 22 4083 21 4602 21 5121 21 5640 21 6160 19 6679 19 7199 17 7719 15 8239 13 8760 9 9284 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,79879 3 80394 11 80912 15 81429 19 81947 22 82465 25 82984 27 83503 28 84022 29 84541 30 85060 31 85579 32 86098 33 86617 34 87137 35 87656 36 88176 35 88696 35 89216 35 89736 35 90255 35 90775 34 91295 33 91815 31 92334 30 92853 28 93372 27 93890 23 94407 24 94907 12 94924 25 95425 43 95943 44 96462 44 96981 44 97500 44 98019 44 98538 44 99058 43 99579 41 100099 39 100620 35 101141 32 101662 28 102186 21 102707 16 103234 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25380 10 25897 15 26414 19 26932 22 27451 23 27482 8 27969 26 27998 12 28487 43 29005 45 29523 48 30042 48 30561 49 31079 50 31598 50 32117 50 32635 51 33154 51 33672 52 34191 52 34710 52 35229 52 35748 52 36266 53 36785 53 37305 52 37824 52 38343 52 38863 51 39383 49 39903 48 40424 12 40441 27 40945 7 40961 25 41482 22 42003 19 42524 14 43047 6
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,51359 1 51873 9 52392 10 52911 11 53429 13 53948 13 54467 13 54986 13 55505 13 56024 13 56544 12 57063 12 57582 13 58101 13 58620 14 59139 13 59658 15 60177 15 60697 15 61216 15 61736 14 62256 13 62775 13 63294 13 63814 12 64333 12 64854 9 65374 7 65895 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,500 17 1018 20 1538 19 2057 18 2579 14 3100 10
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47746 2 48264 3 48782 4 49301 4 49818 6 50337 6 50857 5 51376 5 51895 5 52416 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,1282 1 1537 3 1569 11 1793 4 1823 14 2049 5 2062 1 2078 16 2305 6 2317 3 2334 17 2561 7 2569 15 2589 20 2817 24 2845 21 3073 25 3101 22 3329 51 3585 52 3841 53 4097 53 4353 54 4609 54 4865 54 5121 54 5377 53 5633 53 5889 53 6145 52 6401 52 6658 51 6914 50 7170 48 7429 44 7687 40 7944 37 8202 20 8460 17 8721 10
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,12034 3 12289 5 12545 6 12801 6 13057 8 13313 9 13569 10 13825 11 14081 11 14337 11 14593 11 14849 11 15105 12 15361 12 15617 12 15873 12 16129 12 16385 12 16641 12 16897 11 17153 11 17409 11 17665 10 17921 9 18177 9 18433 10 18689 10 18945 10 19201 10 19457 8 19713 7 19970 3
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,33282 1 33537 4 33793 5 34049 6 34305 6 34561 7 34817 7 35073 8 35329 8 35585 8 35841 8 36097 8 36353 8 36609 8 36865 8 37121 7 37377 7 37633 6 37889 6 38145 6 38401 5 38658 2
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,43009 6 43265 7 43521 9 43777 10 44033 11 44289 11 44545 12 44801 12 45057 12 45313 12 45570 2 45575 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,49666 5 49921 8 50177 9 50433 10 50689 11 50945 11 51201 12 51458 14 51475 4 51714 4 51721 9 51731 5 51971 1 51977 15 52226 2 52233 11 52482 2 52488 12 52737 4 52743 13 52993 4 52999 13 53249 5 53255 12 53505 5 53511 12 53761 5 53767 12 54017 5 54023 12 54273 5 54280 10 54529 5 54537 9 54785 5 54793 9 55041 5 55050 7 55297 6 55307 6 55553 6 55564 4 55809 6 55821 2 56065 6 56321 6 56577 6 56833 5 57089 5 57345 5 57601 5 57857 4 58113 4 58369 4 58625 4 58881 5 59137 5 59393 6 59649 6 59905 6 60161 5 60417 5 60673 5 60929 5 61185 5 61441 6 61697 6 61953 6 62209 6 62465 6 62721 6 62977 6 63233 5 63489 5 63745 5 64001 5 64257 5 64513 5 64769 5 65025 4 65281 4
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,36393 3 36648 6 36903 10 37158 12 37413 19 37669 20 37696 4 37924 15 37940 6 37949 9 38178 17 38197 18 38429 22 38452 20 38677 30 38709 4 38714 14 38931 31 38969 16 39186 31 39225 16 39441 32 39480 17 39696 33 39736 17 39951 33 39991 19 40206 34 40247 19 40462 33 40502 20 40718 32 40757 21 40974 31 41013 21 41229 32 41268 22 41485 31 41524 21 41741 30 41780 21 41997 29 42035 22 42253 29 42291 21 42510 28 42547 20 42766 27 42804 19 43023 26 43061 17 43279 25 43317 16 43536 24 43576 11 43793 22 43833 8 44050 21 44307 19 44563 18 44820 17 45077 13 45091 1 45335 10 45593 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,51743 10 51998 12 52252 15 52507 17 52763 17 53018 19 53274 19 53530 20 53785 21 54041 22 54297 24 54552 26 54808 28 55064 28 55320 29 55576 30 55832 30 56088 30 56345 30 56601 30 56859 28 57116 27 57374 26 57631 25 57888 24 58144 25 58401 24 58657 24 58913 24 59168 26 59424 26 59680 26 59936 27 60192 27 60448 27 60704 27 60960 26 61216 26 61472 26 61728 25 61984 25 62240 25 62496 24 62752 23 63008 23 63264 24 63520 25 63776 25 64032 27 64287 35 64543 40 64799 41 65055 42 65313 21 65336 16
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,9509 6 9763 10 10017 13 10272 16 10527 18 10781 21 11037 21 11292 23 11548 23 11803 24 12058 26 12314 27 12570 27 12826 27 13082 27 13338 27 13594 27 13849 27 14105 27 14361 27 14617 26 14873 26 15129 26 15385 25 15642 24 15899 22 16159 16 16416 13 16673 11 16930 9 17188 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,28708 5 28962 8 29217 10 29473 11 29728 12 29983 13 30239 14 30495 14 30751 15 31008 14 31264 15 31520 15 31776 15 32032 15 32289 13 32545 13 32802 11 33059 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,46132 3 46387 7 46641 11 46895 14 47148 18 47403 20 47658 21 47913 22 48169 22 48425 22 48681 22 48937 21 49193 20 49449 20 49705 21 49962 20 50218 20 50475 19 50732 18 50988 17 51245 17 51502 16 51759 15 52017 12 52274 11 52532 9 52790 6 53049 1
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,20274 2 20527 8 20782 9 21037 11 21293 12 21548 13 21804 13 22060 13 22316 13 22572 13 22829 12 23085 12 23342 10 23600 7 23857 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,25923 5 26177 10 26433 11 26689 12 26944 14 27200 14 27456 15 27712 15 27968 15 28224 15 28479 16 28735 16 28991 16 29247 16 29503 15 29760 13 30017 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,26743 5 26997 11 27251 16 27507 18 27762 20 28017 22 28273 22 28528 23 28784 23 29040 23 29295 24 29551 24 29807 24 30064 22 30320 21 30577 19 30834 17 31091 16 31348 13 31605 11 31863 7
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,4727 6 4982 8 5237 13 5492 15 5747 17 6003 18 6258 20 6514 20 6770 20 7026 21 7282 21 7538 20 7794 20 8050 20 8307 19 8563 19 8819 19 9076 18 9333 16 9590 15 9847 14 10105 11 10362 9 10620 5
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,19855 4 20105 13 20360 15 20615 16 20870 18 21125 20 21381 20 21636 22 21892 22 22147 24 22403 24 22659 23 22915 23 23171 23 23427 22 23683 22 23940 20 24197 18 24454 16 24712 13 24970 9
0a849e0eb15faa8a6d7329c3dd66aabe9a294cccb52ed30a90c8ca99092ae732,2191 5 2446 8 2701 10 2957 11 3212 13 3468 14 3723 17 3979 19 4235 20 4491 21 4748 21 5004 21 5260 22 5517 22 5773 23 6030 22 6286 23 6543 22 6800 21 7057 20 7314 19 7572 17 7831 13 8090 10 8347 7 8605 4
